location,continent,date,iso_code,tests_units_status,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,Age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
Colombia,South America,22-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,76,0.476190476,52,1.022,1,0.02,846,0.017,533,0.01,1,50882884,44.223,0.047,50.93,21.199,210,4.127,1,0.02,6910,0.14,-1
Colombia,South America,23-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,73,0.85106383,25,0.491,1,0.02,375,0.007,525,0.01,1,50882884,44.223,0.052,53.7,19.342,235,4.618,2,0.039,7285,0.14,-2
Colombia,South America,24-03-2020,COL,samples tested,124.24,0.01,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,71,0.980392157,71,1.395,1,0.02,766,0.015,589,0.012,1,50882884,44.223,0.06,53.7,16.558,306,6.014,3,0.059,8051,0.16,-3
Colombia,South America,14-04-2020,COL,samples tested,124.24,0.22,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,70,3.927068724,76,1.494,3,0.059,2315,0.045,2089,0.041,1,50882884,44.223,0.087,84.26,11.487,2852,56.05,112,2.201,45351,0.89,-112
Colombia,South America,15-04-2020,COL,samples tested,124.24,0.25,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,41,4.263175562,127,2.496,15,0.295,3205,0.063,2100,0.041,1,50882884,44.223,0.082,84.26,12.26,2979,58.546,127,2.496,48556,0.95,-127
Colombia,South America,16-04-2020,COL,samples tested,124.24,0.26,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,4.21900161,126,2.476,4,0.079,3457,0.068,2403,0.047,1,50882884,44.223,0.062,84.26,16.005,3105,61.022,131,2.575,52013,1.02,-131
Colombia,South America,17-04-2020,COL,samples tested,124.24,0.28,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,28,4.45406743,128,2.516,13,0.255,3488,0.069,2518,0.049,1,50882884,44.223,0.057,84.26,17.451,3233,63.538,144,2.83,55501,1.09,-144
Colombia,South America,18-04-2020,COL,samples tested,124.24,0.3,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,17,4.448967723,206,4.049,9,0.177,3429,0.067,2616,0.051,1,50882884,44.223,0.053,84.26,18.957,3439,67.587,153,3.007,58930,1.16,-153
Colombia,South America,19-04-2020,COL,samples tested,124.24,0.33,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,4.584368959,182,3.577,13,0.255,3744,0.074,2985,0.059,1,50882884,44.223,0.044,84.26,22.911,3621,71.163,166,3.262,62674,1.23,-166
Colombia,South America,20-04-2020,COL,samples tested,124.24,0.35,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,4.720464135,171,3.361,13,0.255,2423,0.048,3152,0.062,1,50882884,44.223,0.046,84.26,21.717,3792,74.524,179,3.518,65097,1.28,-179
Colombia,South America,21-04-2020,COL,samples tested,124.24,0.37,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,4.752325874,185,3.636,10,0.197,3259,0.064,3286,0.065,1,50882884,44.223,0.049,84.26,20.446,3977,78.16,189,3.714,68356,1.34,-189
Colombia,South America,22-04-2020,COL,samples tested,124.24,0.39,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,4.724029887,172,3.38,7,0.138,3051,0.06,3264,0.064,1,50882884,44.223,0.051,84.26,19.528,4149,81.54,196,3.852,71407,1.4,-196
Colombia,South America,23-04-2020,COL,samples tested,124.24,0.4,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,20,4.729109275,207,4.068,10,0.197,3457,0.068,3264,0.064,1,50882884,44.223,0.055,84.26,18.264,4356,85.608,206,4.049,74864,1.47,-206
Colombia,South America,24-04-2020,COL,samples tested,124.24,0.42,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,36,4.713878535,205,4.029,9,0.177,3121,0.061,3212,0.063,1,50882884,44.223,0.059,87.04,16.931,4561,89.637,215,4.225,77985,1.53,-215
Colombia,South America,25-04-2020,COL,samples tested,124.24,0.44,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,40,4.609711125,320,6.289,10,0.197,3068,0.06,3160,0.062,1,50882884,44.223,0.065,87.04,15.34,4881,95.926,225,4.422,81053,1.59,-225
Colombia,South America,26-04-2020,COL,samples tested,124.24,0.46,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,4.531310774,261,5.129,8,0.157,6053,0.119,3490,0.069,1,50882884,44.223,0.062,87.04,16.062,5142,101.056,233,4.579,87106,1.71,-233
Colombia,South America,06-05-2020,COL,samples tested,124.24,0.74,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,4.388714734,640,12.578,20,0.393,4005,0.079,4422,0.087,1,50882884,44.223,0.086,87.04,11.619,8613,169.271,378,7.429,131110,2.58,-378
Colombia,South America,07-05-2020,COL,samples tested,124.24,0.78,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,4.431298136,346,6.8,19,0.373,4242,0.083,4385,0.086,1,50882884,44.223,0.09,87.04,11.17,8959,176.071,397,7.802,135352,2.66,-397
Colombia,South America,08-05-2020,COL,samples tested,124.24,0.8,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,20,4.304145516,497,9.768,10,0.197,4387,0.086,4398,0.086,1,50882884,44.223,0.096,87.04,10.439,9456,185.839,407,7.999,139739,2.75,-407
Colombia,South America,09-05-2020,COL,samples tested,124.24,0.84,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,4.258282758,595,11.694,21,0.413,5173,0.102,4330,0.085,1,50882884,44.223,0.1,87.04,9.954,10051,197.532,428,8.411,144912,2.85,-428
Colombia,South America,10-05-2020,COL,samples tested,124.24,0.87,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,4.24011434,444,8.726,17,0.334,6484,0.127,4656,0.092,1,50882884,44.223,0.098,87.04,10.153,10495,206.258,445,8.746,151396,2.98,-445
Colombia,South America,11-05-2020,COL,samples tested,124.24,0.91,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,4.185121576,568,11.163,18,0.354,7537,0.148,5129,0.101,1,50882884,44.223,0.095,87.04,10.575,11063,217.421,463,9.099,158933,3.12,-463
Colombia,South America,12-05-2020,COL,samples tested,124.24,0.94,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,4.12468785,550,10.809,16,0.314,6805,0.134,5519,0.108,1,50882884,44.223,0.094,87.04,10.613,11613,228.23,479,9.414,165738,3.26,-479
Colombia,South America,13-05-2020,COL,samples tested,124.24,0.97,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,4.017275098,659,12.951,14,0.275,6061,0.119,5813,0.114,1,50882884,44.223,0.09,87.04,11.121,12272,241.181,493,9.689,171799,3.38,-493
Colombia,South America,14-05-2020,COL,samples tested,124.24,1,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.936581593,658,12.932,16,0.314,5251,0.103,5957,0.117,1,50882884,44.223,0.095,87.04,10.501,12930,254.113,509,10.003,177050,3.48,-509
Colombia,South America,15-05-2020,COL,samples tested,124.24,1.03,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.857457752,680,13.364,16,0.314,6062,0.119,6196,0.122,1,50882884,44.223,0.096,87.04,10.441,13610,267.477,525,10.318,183112,3.6,-525
Colombia,South America,16-05-2020,COL,samples tested,124.24,1.07,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,3.840742825,606,11.91,21,0.413,7002,0.138,6457,0.127,1,50882884,44.223,0.092,87.04,10.852,14216,279.387,546,10.731,190114,3.74,-546
Colombia,South America,17-05-2020,COL,samples tested,124.24,1.1,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,3.761965326,723,14.209,16,0.314,6303,0.124,6432,0.126,1,50882884,44.223,0.099,87.04,10.131,14939,293.596,562,11.045,196417,3.86,-562
Colombia,South America,18-05-2020,COL,samples tested,124.24,1.13,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.685629896,635,12.48,12,0.236,5391,0.106,6125,0.12,1,50882884,44.223,0.105,87.04,9.505,15574,306.075,574,11.281,201808,3.97,-574
Colombia,South America,19-05-2020,COL,samples tested,124.24,1.16,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.633016263,721,14.17,18,0.354,6238,0.123,6044,0.119,1,50882884,44.223,0.111,87.04,9.036,16295,320.245,592,11.635,208046,4.09,-592
Colombia,South America,20-05-2020,COL,samples tested,124.24,1.2,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.619722468,640,12.578,21,0.413,6490,0.128,6105,0.12,1,50882884,44.223,0.109,87.04,9.165,16935,332.823,613,12.047,214536,4.22,-613
Colombia,South America,21-05-2020,COL,samples tested,124.24,1.24,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,3.561938147,752,14.779,17,0.334,7674,0.151,6451,0.127,1,50882884,44.223,0.105,87.04,9.493,17687,347.602,630,12.381,222210,4.37,-630
Colombia,South America,22-05-2020,COL,samples tested,124.24,1.28,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.557010366,643,12.637,22,0.432,13738,0.27,7548,0.148,1,50882884,44.223,0.089,87.04,11.194,18330,360.239,652,12.814,235948,4.64,-652
Colombia,South America,23-05-2020,COL,samples tested,124.24,1.34,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,3.564894674,801,15.742,30,0.59,7171,0.141,7572,0.149,1,50882884,44.223,0.093,87.04,10.784,19131,375.981,682,13.403,243119,4.78,-682
Colombia,South America,24-05-2020,COL,samples tested,124.24,1.39,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.494077415,1046,20.557,23,0.452,9623,0.189,8046,0.158,1,50882884,44.223,0.093,87.04,10.753,20177,396.538,705,13.855,252742,4.97,-705
Colombia,South America,25-05-2020,COL,samples tested,124.24,1.43,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.433293979,998,19.614,22,0.432,8070,0.159,8429,0.166,1,50882884,44.223,0.095,87.04,10.534,21175,416.152,727,14.288,260812,5.13,-727
Colombia,South America,26-05-2020,COL,samples tested,124.24,1.47,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,30,3.412037669,806,15.84,23,0.452,10306,0.203,9010,0.177,1,50882884,44.223,0.09,87.04,11.092,21981,431.992,750,14.74,271118,5.33,-750
Colombia,South America,27-05-2020,COL,samples tested,124.24,1.53,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,34,3.373473025,1022,20.085,26,0.511,12366,0.243,9850,0.194,1,50882884,44.223,0.088,87.04,11.363,23003,452.077,776,15.251,283484,5.57,-776
Colombia,South America,28-05-2020,COL,samples tested,124.24,1.58,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.331397278,1101,21.638,27,0.531,12130,0.238,10486,0.206,1,50882884,44.223,0.087,87.04,11.439,24104,473.715,803,15.781,295614,5.81,-803
Colombia,South America,29-05-2020,COL,samples tested,124.24,1.62,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.240558228,1262,24.802,19,0.373,10797,0.212,10066,0.198,1,50882884,44.223,0.1,87.04,10.014,25366,498.517,822,16.155,306411,6.02,-822
Colombia,South America,30-05-2020,COL,samples tested,124.24,1.68,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.196193046,1322,25.981,31,0.609,13368,0.263,10951,0.215,1,50882884,44.223,0.099,87.04,10.144,26688,524.499,853,16.764,319779,6.29,-853
Colombia,South America,31-05-2020,COL,samples tested,124.24,1.75,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,3.152004533,1548,30.423,37,0.727,12038,0.237,11296,0.222,1,50882884,44.223,0.102,87.04,9.812,28236,554.921,890,17.491,331817,6.52,-890
Colombia,South America,01-06-2020,COL,samples tested,124.24,1.85,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.195725419,1147,22.542,49,0.963,9325,0.183,11476,0.226,1,50882884,44.223,0.102,87.04,9.787,29383,577.463,939,18.454,341142,6.7,-939
Colombia,South America,02-06-2020,COL,samples tested,124.24,1.9,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.177778507,1110,21.815,30,0.59,9071,0.178,11299,0.222,1,50882884,44.223,0.108,87.04,9.292,30493,599.278,969,19.044,350213,6.88,-969
Colombia,South America,03-06-2020,COL,samples tested,124.24,1.98,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,29,3.169666698,1340,26.335,40,0.786,12219,0.24,11278,0.222,1,50882884,44.223,0.112,87.04,8.941,31833,625.613,1009,19.83,362432,7.12,-1009
Colombia,South America,04-06-2020,COL,samples tested,124.24,2.05,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,29,3.133057504,1521,29.892,36,0.708,12160,0.239,11283,0.222,1,50882884,44.223,0.117,87.04,8.538,33354,655.505,1045,20.537,374592,7.36,-1045
Colombia,South America,05-06-2020,COL,samples tested,124.24,2.14,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,29,3.095102506,1766,34.707,42,0.825,12346,0.243,11504,0.226,1,50882884,44.223,0.121,87.04,8.256,35120,690.212,1087,21.363,386938,7.6,-1087
Colombia,South America,06-06-2020,COL,samples tested,124.24,2.25,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,29,3.125426505,1515,29.774,58,1.14,12567,0.247,11389,0.224,1,50882884,44.223,0.125,87.04,8.015,36635,719.987,1145,22.503,399505,7.85,-1145
Colombia,South America,07-06-2020,COL,samples tested,124.24,2.37,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,41,3.168801115,1392,27.357,60,1.179,11214,0.22,11272,0.222,1,50882884,44.223,0.124,87.04,8.059,38027,747.344,1205,23.682,410719,8.07,-1205
Colombia,South America,08-06-2020,COL,samples tested,124.24,2.47,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.208787848,1209,23.76,54,1.061,11004,0.216,11512,0.226,1,50882884,44.223,0.122,87.04,8.179,39236,771.104,1259,24.743,421723,8.29,-1259
Colombia,South America,09-06-2020,COL,samples tested,124.24,2.57,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.212259633,1483,29.145,49,0.963,11147,0.219,11808,0.232,1,50882884,44.223,0.124,87.04,8.083,40719,800.249,1308,25.706,432870,8.51,-1308
Colombia,South America,10-06-2020,COL,samples tested,124.24,2.7,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,31,3.260611246,1359,26.708,64,1.258,12063,0.237,11786,0.232,1,50882884,44.223,0.124,87.04,8.053,42078,826.958,1372,26.964,444933,8.74,-1372
Colombia,South America,11-06-2020,COL,samples tested,124.24,2.82,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,35,3.280527448,1604,31.523,61,1.199,13391,0.263,11962,0.235,1,50882884,44.223,0.123,87.04,8.107,43682,858.481,1433,28.163,458324,9.01,-1433
Colombia,South America,12-06-2020,COL,samples tested,124.24,2.82,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.280527448,0,0,0,0,12027,0.236,11916,0.234,1,50882884,44.223,0.103,87.04,9.742,43682,858.481,1433,28.163,470351,9.24,-1433
Colombia,South America,13-06-2020,COL,samples tested,124.24,3.04,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.297195783,3176,62.418,112,2.201,12481,0.245,11904,0.234,1,50882884,44.223,0.123,87.04,8.151,46858,920.899,1545,30.364,482832,9.49,-1545
Colombia,South America,14-06-2020,COL,samples tested,124.24,3.13,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.265908998,1888,37.105,47,0.924,12192,0.24,12044,0.237,1,50882884,44.223,0.127,87.04,7.865,48746,958.004,1592,31.288,495024,9.73,-1592
Colombia,South America,15-06-2020,COL,samples tested,124.24,3.28,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,17,3.272541667,2193,43.099,75,1.474,12564,0.247,12266,0.241,1,50882884,44.223,0.136,87.04,7.337,50939,1001.103,1667,32.762,507588,9.98,-1667
Colombia,South America,16-06-2020,COL,samples tested,124.24,3.39,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.252737312,2124,41.743,59,1.16,12402,0.244,12446,0.245,1,50882884,44.223,0.142,87.04,7.058,53063,1042.846,1726,33.921,519990,10.22,-1726
Colombia,South America,17-06-2020,COL,samples tested,124.24,3.54,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.278658681,1868,36.712,75,1.474,15230,0.299,12898,0.253,1,50882884,44.223,0.142,87.04,7.025,54931,1079.558,1801,35.395,535220,10.52,-1801
Colombia,South America,18-06-2020,COL,samples tested,124.24,3.66,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,21,3.267538478,2115,41.566,63,1.238,15391,0.302,13184,0.259,1,50882884,44.223,0.145,87.04,6.906,57046,1121.124,1864,36.633,550611,10.82,-1864
Colombia,South America,19-06-2020,COL,samples tested,124.24,3.83,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,74,3.238288191,3171,62.32,86,1.69,17713,0.348,13996,0.275,1,50882884,44.223,0.169,87.04,5.925,60217,1183.443,1950,38.323,568324,11.17,-1950
Colombia,South America,20-06-2020,COL,samples tested,124.24,4.02,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,3.231873064,3059,60.118,95,1.867,17498,0.344,14713,0.289,1,50882884,44.223,0.159,87.04,6.273,63276,1243.562,2045,40.19,585822,11.51,-2045
Colombia,South America,21-06-2020,COL,samples tested,124.24,4.18,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,3.239224171,2357,46.322,81,1.592,18451,0.363,15607,0.307,1,50882884,44.223,0.155,87.04,6.469,65633,1289.884,2126,41.782,604273,11.88,-2126
Colombia,South America,22-06-2020,COL,samples tested,124.24,4.4,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.258462973,3019,59.332,111,2.181,16015,0.315,16100,0.316,1,50882884,44.223,0.157,87.04,6.363,68652,1349.216,2237,43.964,620288,12.19,-2237
Colombia,South America,23-06-2020,COL,samples tested,124.24,4.54,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,29,3.245156849,2531,49.742,73,1.435,14323,0.281,16374,0.322,1,50882884,44.223,0.158,87.04,6.325,71183,1398.958,2310,45.398,634611,12.47,-2310
Colombia,South America,24-06-2020,COL,samples tested,124.24,4.72,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,31,3.267547437,2389,46.951,94,1.847,16981,0.334,16625,0.327,1,50882884,44.223,0.16,87.04,6.243,73572,1445.909,2404,47.246,651592,12.81,-2404
Colombia,South America,25-06-2020,COL,samples tested,124.24,4.9,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.230324329,3541,69.591,87,1.71,18501,0.364,17069,0.335,1,50882884,44.223,0.168,87.04,5.954,77113,1515.5,2491,48.956,670093,13.17,-2491
Colombia,South America,26-06-2020,COL,samples tested,124.24,5.22,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.292844824,3486,68.51,163,3.203,18866,0.371,17234,0.339,1,50882884,44.223,0.169,87.04,5.919,80599,1584.01,2654,52.159,688959,13.54,-2654
Colombia,South America,27-06-2020,COL,samples tested,124.24,5.52,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.328912153,3843,75.526,157,3.086,18729,0.368,17409,0.342,1,50882884,44.223,0.174,87.04,5.757,84442,1659.536,2811,55.245,707688,13.91,-2811
Colombia,South America,28-06-2020,COL,samples tested,124.24,5.78,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.317492748,4149,81.54,128,2.516,18140,0.357,17365,0.341,1,50882884,44.223,0.189,87.04,5.295,88591,1741.077,2939,57.76,725828,14.27,-2939
Colombia,South America,29-06-2020,COL,samples tested,124.24,6.1,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.384585209,3178,62.457,167,3.282,17609,0.346,17593,0.346,1,50882884,44.223,0.188,87.04,5.327,91769,1803.534,3106,61.042,743437,14.61,-3106
Colombia,South America,30-06-2020,COL,samples tested,124.24,6.33,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,3.391096662,3274,64.344,117,2.299,17282,0.34,18015,0.354,1,50882884,44.223,0.189,87.04,5.285,95043,1867.878,3223,63.342,760719,14.95,-3223
Colombia,South America,01-07-2020,COL,samples tested,124.24,6.55,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.407395295,2803,55.087,111,2.181,18054,0.355,18169,0.357,1,50882884,44.223,0.191,87.04,5.239,97846,1922.965,3334,65.523,778773,15.31,-3334
Colombia,South America,02-07-2020,COL,samples tested,124.24,6.82,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.401660638,4163,81.815,136,2.673,19335,0.38,18288,0.359,1,50882884,44.223,0.194,87.04,5.142,102009,2004.78,3470,68.196,798108,15.69,-3470
Colombia,South America,03-07-2020,COL,samples tested,124.24,7.16,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.431344831,4101,80.597,171,3.361,20595,0.405,18535,0.364,1,50882884,44.223,0.197,87.04,5.086,106110,2085.377,3641,71.556,818703,16.09,-3641
Colombia,South America,04-07-2020,COL,samples tested,124.24,7.42,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,30,3.449157573,3395,66.722,136,2.673,21028,0.413,18863,0.371,1,50882884,44.223,0.19,87.04,5.268,109505,2152.099,3777,74.229,839731,16.5,-3777
Colombia,South America,05-07-2020,COL,samples tested,124.24,7.75,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,17,3.476527706,3884,76.332,165,3.243,21000,0.413,19272,0.379,1,50882884,44.223,0.184,87.04,5.44,113389,2228.431,3942,77.472,860731,16.92,-3942
Colombia,South America,06-07-2020,COL,samples tested,124.24,7.99,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,3.470241653,3721,73.129,122,2.398,20459,0.402,19679,0.387,1,50882884,44.223,0.184,87.04,5.436,117110,2301.56,4064,79.87,881190,17.32,-4064
Colombia,South America,07-07-2020,COL,samples tested,124.24,8.27,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.500137179,3171,62.32,146,2.869,21115,0.415,20227,0.398,1,50882884,44.223,0.178,87.04,5.61,120281,2363.879,4210,82.739,902305,17.73,-4210
Colombia,South America,08-07-2020,COL,samples tested,124.24,8.57,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,3.50137356,4213,82.798,149,2.928,21409,0.421,20706,0.407,1,50882884,44.223,0.184,87.04,5.439,124494,2446.677,4359,85.667,923714,18.15,-4359
Colombia,South America,09-07-2020,COL,samples tested,124.24,8.9,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,28,3.519177848,4144,81.442,168,3.302,21526,0.423,21019,0.413,1,50882884,44.223,0.181,87.04,5.525,128638,2528.119,4527,88.969,945240,18.58,-4527
Colombia,South America,10-07-2020,COL,samples tested,124.24,9.26,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.518619423,5335,104.849,187,3.675,23225,0.456,21395,0.42,1,50882884,44.223,0.186,87.04,5.375,133973,2632.968,4714,92.644,968465,19.03,-4714
Colombia,South America,11-07-2020,COL,samples tested,124.24,9.68,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.498465648,6803,133.699,211,4.147,37628,0.74,23766,0.467,1,50882884,44.223,0.188,87.04,5.32,140776,2766.667,4925,96.791,1006093,19.77,-4925
Colombia,South America,12-07-2020,COL,samples tested,124.24,10.06,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.521553088,4586,90.129,194,3.813,25137,0.494,24357,0.479,1,50882884,44.223,0.188,87.04,5.333,145362,2856.796,5119,100.604,1031230,20.27,-5119
Colombia,South America,13-07-2020,COL,samples tested,124.24,10.43,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,25,3.52753498,5083,99.896,188,3.695,25584,0.503,25089,0.493,1,50882884,44.223,0.19,87.04,5.268,150445,2956.692,5307,104.298,1056814,20.77,-5307
Colombia,South America,14-07-2020,COL,samples tested,124.24,10.72,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,23,3.536994171,3782,74.328,148,2.909,25601,0.503,25730,0.506,1,50882884,44.223,0.188,87.04,5.306,154227,3031.019,5455,107.207,1082415,21.27,-5455
Colombia,South America,15-07-2020,COL,samples tested,124.24,11.05,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.517867641,5671,111.452,170,3.341,25733,0.506,26348,0.518,1,50882884,44.223,0.192,87.04,5.209,159898,3142.471,5625,110.548,1108148,21.78,-5625
Colombia,South America,16-07-2020,COL,samples tested,124.24,11.43,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,19,3.520030999,5271,103.591,189,3.714,25359,0.498,26895,0.529,1,50882884,44.223,0.194,87.04,5.154,165169,3246.062,5814,114.262,1133507,22.28,-5814
Colombia,South America,17-07-2020,COL,samples tested,124.24,11.85,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,80,3.480826299,8037,157.951,215,4.225,26055,0.512,27300,0.537,1,50882884,44.223,0.205,87.04,4.871,173206,3404.013,6029,118.488,1159562,22.79,-6029
Colombia,South America,18-07-2020,COL,samples tested,124.24,12.36,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,74,3.452289448,8934,175.58,259,5.09,26422,0.519,25699,0.505,1,50882884,44.223,0.23,87.04,4.349,182140,3579.593,6288,123.578,1185984,23.31,-6288
Colombia,South America,19-07-2020,COL,samples tested,124.24,12.81,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,30,3.41688516,8560,168.229,228,4.481,24079,0.473,25548,0.502,1,50882884,44.223,0.254,87.04,3.945,190700,3747.822,6516,128.059,1210063,23.78,-6516
Colombia,South America,20-07-2020,COL,samples tested,124.24,13.24,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,34,3.41447095,6578,129.277,220,4.324,26473,0.52,25675,0.505,1,50882884,44.223,0.261,87.04,3.838,197278,3877.099,6736,132.382,1236536,24.3,-6736
Colombia,South America,21-07-2020,COL,samples tested,124.24,13.62,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,22,3.39648538,6727,132.206,193,3.793,27164,0.534,25898,0.509,1,50882884,44.223,0.275,87.04,3.642,204005,4009.305,6929,136.175,1263700,24.84,-6929
Colombia,South America,22-07-2020,COL,samples tested,124.24,14.08,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,3.395597001,7033,138.219,237,4.658,28801,0.566,26336,0.518,1,50882884,44.223,0.277,87.04,3.605,211038,4147.524,7166,140.833,1292501,25.4,-7166
